SMILES,LOAEL,Dataset
CCCC(=C1C(=O)CC(CC1=O)C1CCCSC1)NOCC,0.08603,mazzatorta
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(cc1C)C,0.088948,mazzatorta
N#CC(c1ccccc1)(Cn1cncn1)CCc1ccc(cc1)Cl,0.089069,mazzatorta
COCC(=O)Nc1cc(ccc1NC(=NC(=O)OC)NC(=O)OC)Sc1ccccc1,0.08959,mazzatorta
O=C1N(OCC1(C)C)Cc1ccccc1Cl,0.089696,mazzatorta
Nc1nc(NC2CC2)nc(n1)N,0.090262,mazzatorta
ClC(C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)(Cl)Cl,0.090271,mazzatorta
Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1ccccn1,0.091632,mazzatorta
CCC(=O)Nc1ccc(c(c1)Cl)Cl,0.09171,mazzatorta
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,0.09346,mazzatorta
Clc1cc(Cl)cc(c1)C1(CO1)CC(Cl)(Cl)Cl,0.093625,mazzatorta
IC(=C(I)I)I,0.094049,mazzatorta
Nc1ccc(cc1)Cl,0.097984,mazzatorta
Cn1cc(c2cccc(c2)C(F)(F)F)c(=O)c(c1)c1ccccc1,0.098689,mazzatorta
NC(=N)NCCCCCCCCCCCCOC(=O)C,0.1016,mazzatorta
OC1CC2(O)CC(O)C(C(O2)(C)CC(C=CC=CC=CC=CCC(OC(=O)C=CC2C(C1)(C)O2)C)OC1(C)OC(C)C(C(C1O)N)O)C(=O)O,0.10172,mazzatorta
[O-][N+](=O)c1cnc(n1C)C,0.10629,mazzatorta
CC(N(c1c(cc(cc1N(=O)=O)S(=O)(=O)N)N(=O)=O)C(C)C)C,0.10642,mazzatorta
CCOC(=O)C(OC(=O)c1cc(ccc1[N+](=O)[O-])Oc1ccc(cc1Cl)C(F)(F)F)C,0.10828,mazzatorta
CCOC(=O)C(OC(=O)c1cc(ccc1N(=O)=O)Oc1cc(ccc1Cl)C(F)(F)F)C,0.10828,mazzatorta
ClCC(=O)N(c1ccccc1)C(C)C,0.10865,mazzatorta
CCOc1cc(ccc1[N+](=O)[O-])Oc1ccc(cc1Cl)C(F)(F)F,0.11059,mazzatorta
COC(=O)c1c(nc(c(c1CC(C)C)C1=NCCS1)C(F)(F)F)C(F)F,0.11151,mazzatorta
Clc1cc(ccc1Oc1ccc(c(c1)C(=O)NS(=O)(=O)C)[N+](=O)[O-])C(F)(F)F,0.11396,mazzatorta
Oc1ccc(c(c1)C)C,0.1146,mazzatorta
N#Cc1c(N)nc(nc1N)NC1CC1,0.11566,mazzatorta
CCNc1nc(NC(C)C)nc(n1)Cl,0.11591,mazzatorta
Nc1ccc(cc1)S(=O)(=O)Nc1nc(C)cc(n1)C,0.11856,mazzatorta
CCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])Cc1c(F)cccc1Cl,0.11856,mazzatorta
N#CC(c1ccccc1)(Cn1cncn1)CCc1ccc(cc1)Cl,0.11876,mazzatorta
CC(N(c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O)C(C)C)C,0.1193,mazzatorta
COc1cc(ccc1OC)C(=CC(=O)N1CCOCC1)c1ccc(cc1)Cl,0.11937,mazzatorta
CCCCc1c(=O)nc([nH]c1C)NCC,0.11945,mazzatorta
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)C=C(Cl)Cl,0.12011,mazzatorta
CNC(=O)ON=C(SC)C,0.1233,mazzatorta
CN(C(=O)C(c1ccccc1)c1ccccc1)C,0.12536,mazzatorta
O=C(C1=C(C)OCCS1)Nc1ccccc1,0.1275,mazzatorta
CC(N(c1c(cc(cc1N(=O)=O)S(=O)(=O)N)N(=O)=O)C(C)C)C,0.12992,mazzatorta
CCCN(C(=O)SCC)CCC,0.13205,mazzatorta
C=CCOC(c1ccc(cc1Cl)Cl)Cn1cncc1,0.1346,mazzatorta
ClC(SN1C(=O)c2c(C1=O)cccc2)(Cl)Cl,0.13488,mazzatorta
OC(C(C)(C)C)C(=Cc1ccc(cc1)Cl)n1ncnc1,0.13507,mazzatorta
CCc1ccc(cc1)C(=O)NN(C(C)(C)C)C(=O)c1cc(C)cc(c1)C,0.13618,mazzatorta
O=C(Nc1cnns1)Nc1ccccc1,0.13621,mazzatorta
ClC=C(c1cc(Cl)c(cc1Cl)Cl)OP(=O)(OC)OC,0.13663,mazzatorta
ClC(Br)Br,0.13684,mazzatorta
CCCCCCCCc1cc(N(=O)=O)c(c(c1)N(=O)=O)OC(=O)C=CC,0.13721,mazzatorta
CC(NC(=O)N1CC(=O)N(C1=O)c1cc(Cl)cc(c1)Cl)C,0.13932,mazzatorta
CN1CC2CC1CN2c1cc2c(cc1F)c(=O)c(cn2C1CC1)C(=O)O,0.13991,mazzatorta
OC(=O)COc1nc(Cl)c(cc1Cl)Cl,0.14037,mazzatorta
COC(=O)C(N(c1c(C)cccc1C)C(=O)Cc1ccccc1)C,0.14136,mazzatorta
ClC(=C)Cl,0.14441,mazzatorta
CC(N1C(=O)c2ccccc2NS1(=O)=O)C,0.14566,mazzatorta
CON=C(c1ccccc1CON=C(c1cccc(c1)C(F)(F)F)C)C(=O)OC,0.14693,mazzatorta
c1ccc(cc1)Nc1ccccc1,0.14773,mazzatorta
COC(CCCC(CC=CC(=CC(=O)OC(C)C)C)C)(C)C,0.14816,mazzatorta
c1scc(n1)c1nc2c([nH]1)cccc2,0.14907,mazzatorta
CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,0.15135,mazzatorta
CON=C(c1ccc(cc1Cl)Cl)Cc1cccnc1,0.15246,mazzatorta
CCC(c1noc(c1)NC(=O)c1c(OC)cccc1OC)(CC)C,0.15253,mazzatorta
CCNC(=O)NC(=O)C(=NOC)C#N,0.15289,mazzatorta
Clc1ccc(c(c1)Cl)C=C(C(C(C)(C)C)O)n1cncn1,0.15327,mazzatorta
COC=C(c1ccccc1Oc1ncnc(c1)Oc1ccccc1C#N)C(=O)OC,0.15432,mazzatorta
COP(=S)(Oc1cc(Cl)c(cc1Cl)Cl)OC,0.1555,mazzatorta
Cc1nc(Nc2ccccc2)nc(c1)C1CC1,0.15802,mazzatorta
CCOC(=O)CN(c1c(CC)cccc1CC)C(=O)CCl,0.16036,mazzatorta
Cc1cccc2c1n1cnnc1s2,0.16382,mazzatorta
CC(N1C(=O)c2ccccc2NS1(=O)=O)C,0.16647,mazzatorta
ClC(SN1C(=O)c2c(C1=O)cccc2)(Cl)Cl,0.1686,mazzatorta
CNc1cnn(c(=O)c1Cl)c1cccc(c1)C(F)(F)F,0.16877,mazzatorta
CCC(Nc1c(cc(cc1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C,0.1693,mazzatorta
Clc1cc(Cl)c(cc1n1nc(n(c1=O)C(F)F)C)NS(=O)(=O)C,0.17304,mazzatorta
COC(=O)c1ccc(cc1C1=NC(C(=O)N1)(C)C(C)C)C,0.17341,mazzatorta
CNC(=O)N(c1nnc(s1)C(C)(C)C)C,0.1752,mazzatorta
CCCCCCCCc1cc(N(=O)=O)c(c(c1)N(=O)=O)OC(=O)C=CC,0.17563,mazzatorta
CCCCCCCCSC(=O)Oc1cc(Cl)nnc1c1ccccc1,0.17814,mazzatorta
COCC(=O)N(c1c(C)cccc1C)N1CCOC1=O,0.17966,mazzatorta
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)C=C(Cl)Cl,0.18016,mazzatorta
c1ccc(cc1)Nc1ccccc1,0.18319,mazzatorta
CN1CN(C)CSC1=S,0.18487,mazzatorta
CCOCN(c1c(C)cccc1CC)C(=O)CCl,0.18535,mazzatorta
O=N(=O)c1ccc(c(c1)N(=O)=O)C,0.18668,mazzatorta
COc1nc(nc(n1)C)NC(=O)NS(=O)(=O)c1ccccc1CCC(F)(F)F,0.19052,mazzatorta
COP(=O)(NC(=O)C)SC,0.19108,mazzatorta
OC1CN(C(=O)N1c1nnc(s1)C(C)(C)C)C,0.19507,mazzatorta
OC(=O)C(Cl)(Cl)C,0.19704,mazzatorta
O=c1nc(N(C)C)n(c(=O)n1C1CCCCC1)C,0.19817,mazzatorta
c1scc(n1)c1nc2c([nH]1)cccc2,0.19876,mazzatorta
Nc1ccc(c(c1)N)O,0.20138,mazzatorta
C=Cc1ccccc1,0.20163,mazzatorta
O=C(NS(=O)(=O)c1ccccc1C(=O)OC1COC1)Nc1nc(C)cc(n1)C,0.20423,mazzatorta
ClCC(=O)N(c1c(CC)cccc1CC)CNC(=O)C,0.21058,mazzatorta
CC(Nc1nc(NC(C)C)nc(n1)Cl)C,0.21767,mazzatorta
CC(c1ccc(cc1)O)(c1ccc(cc1)O)C,0.21902,mazzatorta
COCC(=O)N(c1c(C)cccc1C)C(C(=O)OC)C,0.22375,mazzatorta
Nc1ccc2c(c1)nc1c(c2)ccc(c1)N,0.22462,mazzatorta
O=CNC(C(Cl)(Cl)Cl)N1CCN(CC1)C(C(Cl)(Cl)Cl)NC=O,0.22991,mazzatorta
CCSC(CC1CC(=O)C(=C(NOCC=CCl)CC)C(=O)C1)C,0.23895,mazzatorta
CNC(=O)Oc1ccccc1OC(C)C,0.23896,mazzatorta
CCC(n1c(=O)[nH]c(c(c1=O)Br)C)C,0.23936,mazzatorta
C=CCC1=C(C)C(CC1=O)OC(=O)C1C(C1(C)C)C=C(C)C,0.24801,mazzatorta
OC(=O)c1nc(Cl)c(c(c1Cl)N)Cl,0.24849,mazzatorta
C=CC1(C)OC(=O)N(C1=O)c1cc(Cl)cc(c1)Cl,0.2548,mazzatorta
CC(Oc1cccc(c1)NC(=O)c1ccccc1C(F)(F)F)C,0.26909,mazzatorta
ClC=C(c1cc(Cl)c(cc1Cl)Cl)OP(=O)(OC)OC,0.27325,mazzatorta
CCSC(CC1CC(=O)C(=C(NOCC=CCl)CC)C(=O)C1)C,0.27785,mazzatorta
CCCC1COC(O1)(Cn1cncn1)c1ccc(cc1Cl)Cl,0.28052,mazzatorta
C#CCOS(=O)OC1CCCCC1Oc1ccc(cc1)C(C)(C)C,0.28533,mazzatorta
CCCCOCCOCCOCc1cc2OCOc2cc1CCC,0.29547,mazzatorta
CNC(=O)Oc1cccc2c1cccc2,0.29818,mazzatorta
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC(F)F)cc(n1)OC(F)F,0.29893,mazzatorta
CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(n1)OC,0.30133,mazzatorta
CNC(=O)Oc1cc(C)cc(c1C)C,0.30635,mazzatorta
C#CCC1=C(C)C(CC1=O)OC(=O)C1C(C1(C)C)C=C(C)C,0.31625,mazzatorta
OC(=O)CCl,0.31747,mazzatorta
ClC(SN1C(=O)C2C(C1=O)CC=CC2)(Cl)Cl,0.33268,mazzatorta
CN(C1C(=O)C(=C(O)N)C(=O)C2(C1CC1C(=C(O)c3c(C1(C)O)cccc3O)C2=O)O)C,0.33751,mazzatorta
Clc1cc(ccc1Oc1ccc(c(c1)C(=O)O)[N+](=O)[O-])C(F)(F)F,0.34563,mazzatorta
CCC(=O)Nc1ccc(c(c1)Cl)Cl,0.3485,mazzatorta
OC(=O)C(Cl)(Cl)C,0.34973,mazzatorta
Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1ccccn1,0.35126,mazzatorta
OC(C(C)(C)C)C(n1ncnc1)Oc1ccc(cc1)Cl,0.35501,mazzatorta
N=C(NC(=N)N)NCCc1ccccc1,0.35565,mazzatorta
COc1ccc(cc1)C(C(Cl)(Cl)Cl)c1ccc(cc1)OC,0.36164,mazzatorta
CCN(C(=O)C(Oc1cccc2c1cccc2)C)CC,0.36852,mazzatorta
CC(=CC1C(C1(C)C)C(=O)OCc1coc(c1)Cc1ccccc1)C,0.36934,mazzatorta
O=C(C(C)(C)C)C(n1ncnc1)Oc1ccc(cc1)Cl,0.38809,mazzatorta
COC(=O)Nc1nc2c([nH]1)cccc2,0.39229,mazzatorta
CCCCNC(=O)n1c(NC(=O)OC)nc2c1cccc2,0.39612,mazzatorta
Clc1c(Cl)c([N+](=O)[O-])c(c(c1Cl)Cl)Cl,0.42325,mazzatorta
NCCNc1cccc2c1cccc2,0.42415,mazzatorta
CC(=CC1C(C1(C)C)C(=O)OCc1cccc(c1)Oc1ccccc1)C,0.42802,mazzatorta
CC(Oc1ccccn1)COc1ccc(cc1)Oc1ccccc1,0.43564,mazzatorta
N#Cc1c[nH]cc1c1cccc2c1OC(O2)(F)F,0.44322,mazzatorta
CC1N(C(=O)NC2CCCCC2)C(=O)SC1c1ccc(cc1)Cl,0.45341,mazzatorta
CCSC(=O)N(CC(C)C)CC(C)C,0.46004,mazzatorta
Cc1cc(N)c(cc1C)C,0.46595,mazzatorta
CC(C#C)(CC)O,0.4687,mazzatorta
Clc1cc(ccc1Oc1ccc(c(c1)C(=O)[O-])[N+](=O)[O-])C(F)(F)F.[Na+],0.46919,mazzatorta
Clc1c(Cl)c([N+](=O)[O-])c(c(c1Cl)Cl)Cl,0.47404,mazzatorta
Cn1n(C)c(cc1c1ccccc1)c1ccccc1,0.49534,mazzatorta
OC(=O)C(Oc1cccc(c1)Cl)C,0.49846,mazzatorta
COC(=O)C(NC(=O)C(CC(=O)O)N)Cc1ccccc1,0.49949,mazzatorta
ClC(Cl)Cl,0.50261,mazzatorta
CCCCC(COC(=O)c1ccccc1C(=O)OCC(CCCC)CC)CC,0.51209,mazzatorta
COc1c(Cl)ccc(c1C(=O)O)Cl,0.52027,mazzatorta
COCC(N(c1c(C)cccc1CC)C(=O)CCl)C,0.52855,mazzatorta
O=CCC1CC(C)C(=O)C=CC(=CC(C(OC(=O)CC(C(C1OC1(C)OC(C)C(C(C1O)N(C)C)OC1(C)OC(C)C(C(C1)(C)O)O)C)O)CC)COC1OC(C)C(C(C1OC)OC)O)C,0.52958,mazzatorta
COC(=O)C1(O)c2cc(Cl)ccc2c2c1cccc2,0.54605,mazzatorta
CC(C12CCC(O2)(C(C1)OCc1ccccc1C)C)C,0.54665,mazzatorta
Oc1ccc2c(c1N=Nc1ccccc1)ccc(c2)S(=O)(=O)O,0.54821,mazzatorta
ClCCOc1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(n1)OC,0.54949,mazzatorta
Nc1ccc(c(c1)N(=O)=O)N,0.56811,mazzatorta
CCCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])CCCl,0.56902,mazzatorta
ClCCl,0.5887,mazzatorta
NC1CCCCC1,0.58987,mazzatorta
COc1cc(Cl)c(cc1Cl)OC,0.60371,mazzatorta
NC1CCCCC1,0.605,mazzatorta
OC(=O)C1C2CCC(C1C(=O)O)O2,0.61774,mazzatorta
ClCCl,0.61908,mazzatorta
O=Cc1ccco1,0.62445,mazzatorta
CN(C(=O)Nc1ccc(cc1)Cl)C,0.62925,mazzatorta
ClC(C(Cl)Cl)Cl,0.64343,mazzatorta
COC(=O)c1ccc(cc1)C(=O)OC,0.64372,mazzatorta
Clc1ccc(cc1)S(=O)(=O)c1cc(Cl)c(cc1Cl)Cl,0.64597,mazzatorta
COc1nc(nc(n1)C)NC(=O)NS(=O)(=O)c1ccccc1C(=O)OC,0.65554,mazzatorta
CCCCOCC(OCC(O)C)C,0.67269,mazzatorta
CC1OC(C)OC(C1)OC(=O)C,0.71759,mazzatorta
[O-][N+](=O)c1cc(Cl)c(c(c1)Cl)N,0.72459,mazzatorta
CCCCOCCOCCOCc1cc2OCOc2cc1CCC,0.73869,mazzatorta
COc1nc(nc(c1)OC)NC(=O)NS(=O)(=O)Cc1ccccc1C(=O)OC,0.75292,mazzatorta
O=C(C1C(C1(C)C)C=C(C)C)OCN1C(=O)C2=C(C1=O)CCCC2,0.75436,mazzatorta
COC(=O)NS(=O)(=O)c1ccc(cc1)N,0.78179,mazzatorta
ClC(Br)Cl,0.79351,mazzatorta
OC(C(Cl)(Cl)Cl)O,0.81619,mazzatorta
Nc1ccc(c(c1)C)NOS(=O)(=O)O,0.84315,mazzatorta
CCOC(=O)C1OC1(C)c1ccccc1,0.84854,mazzatorta
CCCCNC(=O)n1c(NC(=O)OC)nc2c1cccc2,0.86113,mazzatorta
OCCn1c(C)ncc1[N+](=O)[O-],0.8764,mazzatorta
COP(=O)OC,0.90869,mazzatorta
OCCNc1ccc(cc1OCCO)N(=O)=O,0.94539,mazzatorta
O=N(=O)c1cccc2c1cccc2,0.95283,mazzatorta
O=C(C1(C)CCCCC1)Nc1ccc(c(c1Cl)Cl)O,0.96626,mazzatorta
Oc1cccc2c1nccc2,0.98513,mazzatorta
CCCOC(=O)c1ccc(cn1)C(=O)OCCC,0.99491,mazzatorta
CC[N](=C1C=CC(=C(c2ccc(cc2)N(Cc2cccc(c2)S(=O)(=O)O)CC)c2ccc(cc2)N(C)C)C=C1)Cc1cccc(c1)S(=O)(=O)O,1.01,mazzatorta
ClCCP(=O)(O)O,1.0381,mazzatorta
ClCC[N+](C)(C)C,1.0602,mazzatorta
Clc1ccccc1,1.0661,mazzatorta
CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,1.0897,mazzatorta
O=C1CCCCCN1,1.1047,mazzatorta
COc1cccc(c1C)C(=O)NN(C(C)(C)C)C(=O)c1cc(C)cc(c1)C,1.1154,mazzatorta
COC(=O)C(=CC=CC(=CC=CC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)C)C,1.1194,mazzatorta
ClC#N,1.1388,mazzatorta
C#N,1.1471,mazzatorta
BrC#N,1.1518,mazzatorta
[O-][N+](=O)c1cc(Cl)c(c(c1)Cl)N,1.1593,mazzatorta
Oc1ccc(cc1Cl)C(C)(C)C,1.1697,mazzatorta
CON=C(c1ccccc1COc1ccccc1C)C(=O)OC,1.1808,mazzatorta
CON=C(c1ccccc1COc1ccccc1C)C(=O)OC,1.1968,mazzatorta
OCc1cc(N=Nc2ccc(c3c2cccc3)S(=O)(=O)O)c(c(c1O)N=Nc1ccc(c2c1cccc2)S(=O)(=O)O)O,1.2093,mazzatorta
FC(Cl)(Cl)F,1.2406,mazzatorta
CC1=CC(=O)CC(C1)(C)C,1.2952,mazzatorta
C[N]1(C)CCCCC1,1.3134,mazzatorta
OC1CCC2(C(C1)CCC1C2CCC2(C1CCC2C(CCC(=O)O)C)C)C,1.3278,mazzatorta
Oc1ccc(c(c1)C(C)(C)C)O,1.3537,mazzatorta
OCC1OC2OC3C(CO)OC(C(C3O)O)OC3C(CO)OC(C(C3O)O)OC3C(CO)OC(C(C3O)O)OC3C(OC(OC4C(OC(OC5C(OC(OC1C(C2O)O)C(O)C5O)CO)C(O)C4O)CO)C(O)C3O)CO,1.4097,mazzatorta
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,1.5047,mazzatorta
COC(=O)c1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)OC,1.5062,mazzatorta
Fc1cc2CCC(n3c2c(c1)c(=O)c(c3)C(=O)O)C,1.5311,mazzatorta
CC(Oc1cccc(c1)NC(=O)c1ccccc1C(F)(F)F)C,1.5465,mazzatorta
c1ccc(cc1)c1ccccc1,1.6212,mazzatorta
NCC(c1ccc(cc1)O)O,1.6321,mazzatorta
ClC(SN1C(=O)c2c(C1=O)cccc2)(Cl)Cl,1.686,mazzatorta
ClCC#CCOC(=O)Nc1cccc(c1)Cl,1.7435,mazzatorta
OC(=O)CNCP(=O)(O)O,1.7744,mazzatorta
COc1ccc(c(c1)OC)N,1.8018,mazzatorta
CC(C1(C)N=C(NC1=O)c1ncccc1C(=O)O)C,1.9137,mazzatorta
OC(=O)COc1nc(F)c(c(c1Cl)N)Cl,1.9605,mazzatorta
Clc1ccc(cc1)Cl,2.0408,mazzatorta
CCCCOC(=O)c1ccccc1C(=O)OCCCC,2.1556,mazzatorta
c1ccc(cc1)c1ccccc1OCC1CO1,2.2097,mazzatorta
ClCC[N](C)(C)C,2.2428,mazzatorta
CC=Cc1ccc(cc1)OC,2.3212,mazzatorta
CC(OC(=O)Nc1cccc(c1)Cl)C,2.3402,mazzatorta
COC(=O)c1ccccc1O,2.3661,mazzatorta
CCOC(=O)C=C,2.4771,mazzatorta
FC(Cl)(Cl)Cl,2.5406,mazzatorta
C=O,2.731,mazzatorta
C=Cc1ccccc1,2.7365,mazzatorta
CCc1ccccc1,2.741,mazzatorta
CC(c1ccccc1)C,2.7539,mazzatorta
CC(=C)C(=O)O,2.8807,mazzatorta
CC(N(c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O)C(C)C)C,2.9826,mazzatorta
ClCCP(=O)(O)O,3.0866,mazzatorta
Clc1cnc2c(c1)ccc(c2C(=O)O)Cl,3.1273,mazzatorta
CCCOC(=O)NCCCN(C)C,3.6119,mazzatorta
CCOP(=O)O,3.6347,mazzatorta
Oc1ccccc1,3.6552,mazzatorta
CC1CCC(C(C1)O)C(C)C,3.7948,mazzatorta
C=Cc1ccccc1,3.8406,mazzatorta
CCc1ccccc1,3.8431,mazzatorta
CC(c1ccccc1)C,3.8439,mazzatorta
COc1ccc(cc1)N,3.8489,mazzatorta
OCCO,4.0279,mazzatorta
CCCCC(COC(=O)CCCCC(=O)OCC(CCCC)CC)CC,4.0479,mazzatorta
CCCOC(=O)c1cc(O)c(c(c1)O)O,4.0716,mazzatorta
CC(CCCC1(C)CCc2c(O1)c(C)c(c(c2C)OC(=O)C)C)CCCC(CCCC(C)C)C,4.2306,mazzatorta
COc1ccc(cc1N=Nc1c(O)c(cc2c1cccc2)C(=O)Nc1cccc(c1)N(=O)=O)N(=O)=O,4.3084,mazzatorta
O=c1ccc(=O)[nH][nH]1,4.4608,mazzatorta
S=c1sc2c([nH]1)cccc2,4.4843,mazzatorta
CC(OC(=O)Nc1cccc(c1)Cl)C,4.6803,mazzatorta
Oc1ccccc1c1ccccc1,5.8752,mazzatorta
OC(=O)CNCP(=O)(O)O,5.9146,mazzatorta
CCOc1ccc(cc1N)NC(=O)C,6.101,mazzatorta
Nc1ccc(cc1)O,6.2863,mazzatorta
NC(=S)NNC(=S)N,6.3038,mazzatorta
NC(=O)c1cnccn1,6.4088,mazzatorta
OCCO,6.4446,mazzatorta
OC(=O)c1ccc(cc1N)N(=O)=O,6.5062,mazzatorta
Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,6.7298,mazzatorta
ClCC(=O)c1ccc(cc1)NC(=O)C,7.4653,mazzatorta
COc1cc(c(cc1NN=C1C(=O)C=Cc2c1ccc(c2)S(=O)(=O)[O-])C)S(=O)(=O)[O-].[Na+].[Na+],7.5319,mazzatorta
O=C1OC(=O)c2c1cccc2,8.0005,mazzatorta
CCCOC(=O)c1ccc(cc1)O,8.3241,mazzatorta
OCC(C1OC(=O)C(=C1O)O)O,8.8233,mazzatorta
CCOC(=O)COC(=O)c1ccccc1C(=O)OCC,8.9199,mazzatorta
O=C1CCCCC1,9.2722,mazzatorta
OC(=O)C=CC(=O)O,9.3132,mazzatorta
COC(=O)c1ccc(cc1)O,9.8589,mazzatorta
COC(=O)c1ccccc1C(=O)OC,10.3,mazzatorta
OC1C2C(N(C)C)C(=O)C(=C(O)N)C(=O)C2(O)C(=O)C2=C(O)c3c(C(C12)(C)O)c(Cl)ccc3O,10.508,mazzatorta
P12P3P1P23,11.881,mazzatorta
OCCO,14.822,mazzatorta
OCCO,16.111,mazzatorta
CCCCCCCCCCCCCCCCCC(=O)OCC(C1OCC(C1O)O)O,16.727,mazzatorta
OCC(C1OC(=O)C(=C1O)O)O,17.323,mazzatorta
[O-]S(=O)(=O)NC1CCCCC1.[Na+],17.901,mazzatorta
O=C1NS(=O)(=O)c2c1cccc2,19.663,mazzatorta
CCCCCCCCCCCC(=O)OCC(C1OCC(C1O)O)O,19.867,mazzatorta
CCOC(=O)c1ccccc1C(=O)OCC,19.956,mazzatorta
OC(=O)c1ccccc1N,20.06,mazzatorta
OCCO,32.223,mazzatorta
OCC(CO)O,74.739,mazzatorta
