SMILES,LOAEL,Dataset
CCO/N=C(\C1=C(O)CC(CC1=O)C1CCCSC1)/CCC,0.08603,swiss
CCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])CC(=C)C,0.087018,swiss
COc1cc(ccc1OC)/C(=C/C(=O)N1CCOCC1)/c1ccc(cc1)Cl,0.087661,swiss
CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,0.087784,swiss
CCCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])CCC,0.089478,swiss
N#CC(c1ccccc1)(Cn1cncn1)CCc1ccc(cc1)Cl,0.092038,swiss
Clc1ccc2c(c1)ncc(n2)Oc1ccc(cc1)OC(C(=O)OCC1CCCO1)C,0.092103,swiss
NC(=O)c1c(Cl)cccc1Cl,0.092619,swiss
COc1cc(ccc1OC)/C(=C/C(=O)N1CCOCC1)/c1ccc(cc1)Cl,0.092818,swiss
Clc1ccc(c(c1)Cl)NC(=O)C1(CC1)C(=O)O,0.093032,swiss
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,0.09346,swiss
OC(=O)COc1ccc(cc1C)Cl,0.094707,swiss
Cc1nnc(c(=O)n1N)c1ccccc1,0.096433,swiss
[O-][N+](=O)/N=C/1\NCCN1Cc1ccc(nc1)Cl,0.097395,swiss
COc1c(OC)cc(c(c1OC)C(=O)c1c(OC)ncc(c1C)Cl)C,0.099506,swiss
COc1ncc(c2n1nc(n2)NS(=O)(=O)c1c(cccc1C(F)(F)F)OCC(F)F)OC,0.10344,swiss
CCCN(c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-])CCC,0.10394,swiss
CC(c1nn(c(=O)n1N)C(=O)NC(C)(C)C)C,0.10485,swiss
COCc1c(F)c(F)c(c(c1F)F)COC(=O)C1C(C1(C)C)/C=C/C,0.10573,swiss
S=C1NCCNC(=S)S[Mn+2]S1,0.10856,swiss
CCNc1nc(NC(C)C)nc(n1)Cl,0.10942,swiss
CCCN(CC1COC2(O1)CCC(CC2)C(C)(C)C)CC,0.11029,swiss
COC(=O)c1c(nc(c(c1CC(C)C)C1=NCCS1)C(F)(F)F)C(F)F,0.11151,swiss
O=C(c1cccc(c1C(=O)NC(CS(=O)(=O)C)(C)C)I)Nc1ccc(cc1C)C(C(F)(F)F)(C(F)(F)F)F,0.11577,swiss
CBr,0.11586,swiss
COc1c(OC)cc(c(c1OC)C(=O)c1c(OC)ncc(c1C)Cl)C,0.11727,swiss
CNC(=O)O/N=C(\SC)/C,0.11837,swiss
CCNC(=O)NC(=O)/C(=N\OC)/C#N,0.11858,swiss
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)C=C(Cl)Cl,0.12011,swiss
CNC(=O)Oc1cc(C)c(c(c1)C)SC,0.12427,swiss
c1coc(c1)c1nc2c([nH]1)cccc2,0.12487,swiss
CO/C=C(\c1ccccc1COc1cccc(n1)C(F)(F)F)/C(=O)OC,0.12523,swiss
CON(C(=O)Nc1ccc(c(c1)Cl)Cl)C,0.12545,swiss
ClC(=CC1C(C1(C)C)C(=O)OCc1cccc(c1)Oc1ccccc1)Cl,0.12778,swiss
O=C(N(C)C)Nc1cccc(c1)C(F)(F)F,0.1292,swiss
[O-][N+](=O)/N=C(\NC)/NCc1cnc(s1)Cl,0.13017,swiss
CCc1ccc(cc1)C(=O)NN(C(C)(C)C)C(=O)c1cc(C)cc(c1)C,0.13732,swiss
Cc1cccc2c1n1cnnc1s2,0.13739,swiss
CCC(Nc1c(cc(cc1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C,0.13747,swiss
CC(C(c1cncnc1)(c1ccc(cc1)OC(F)(F)F)O)C,0.13801,swiss
CC(OC(=O)Nc1cccc(c1)Cl)C,0.14041,swiss
COc1nc(C)nc(n1)N(C(=O)NS(=O)(=O)c1ccccc1C(=O)O)C,0.14422,swiss
Clc1ccccc1CC(C1(Cl)CC1)(Cn1nc[nH]c1=S)O,0.14524,swiss
CC(=O)O.CCCCCCCCCCCCNC(=N)N,0.14612,swiss
CCOc1cc(ccc1[N+](=O)[O-])Oc1ccc(cc1Cl)C(F)(F)F,0.14653,swiss
c1ccc(cc1)Nc1ccccc1,0.14773,swiss
CC(N1C(=O)c2ccccc2NS1(=O)=O)C,0.14983,swiss
N#Cc1c(Cl)c(C#N)c(c(c1Cl)Cl)Cl,0.15043,swiss
CCNC(=O)NC(=O)/C(=N\OC)/C#N,0.15289,swiss
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,0.15479,swiss
OC(=O)C(Oc1ccc(cc1Cl)Cl)C,0.15528,swiss
Cc1nc(Nc2ccccc2)nc(c1)C1CC1,0.15802,swiss
CC(OC(=O)Nc1ccccc1)C,0.16182,swiss
C#CC(NC(=O)c1cc(Cl)cc(c1)Cl)(C)C,0.16593,swiss
O=C1N(c2cc(Cl)cc(c2)Cl)C(=O)C2(C1(C)C2)C,0.16893,swiss
Cc1ccc(c2c1cccc2)C,0.17283,swiss
Clc1cc(Cl)c(cc1n1nc(n(c1=O)C(F)F)C)NS(=O)(=O)C,0.17304,swiss
CCN(C(=O)C(Oc1cccc2c1cccc2)C)CC,0.17527,swiss
CCCCCCC(c1cc(cc(c1OC(=O)/C=C/C)[N+](=O)[O-])[N+](=O)[O-])C,0.17563,swiss
CCOCN(c1c(C)cccc1CC)C(=O)CCl,0.17608,swiss
CCCCCCCCCC[N+](CCCCCCCCCC)(C)C.[Cl-],0.17676,swiss
Clc1ccc(cc1)CCC(C(C)(C)C)(Cn1cncn1)O,0.17868,swiss
N#Cc1cc(C)c(c(c1)C(=O)NC)NC(=O)c1cc(nn1c1ncccc1Cl)Br,0.17901,swiss
CBr,0.17906,swiss
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)C=C(Cl)Cl,0.18016,swiss
CC1=NNC(=O)N(C1)/N=C/c1cccnc1,0.18092,swiss
N#CCNC(=O)c1cnccc1C(F)(F)F,0.19244,swiss
CCCCCCC(c1cc(cc(c1OC(=O)/C=C\C)[N+](=O)[O-])[N+](=O)[O-])C,0.19484,swiss
c1scc(n1)c1nc2c([nH]1)cccc2,0.19876,swiss
Cn1nc(c(c1)C(=O)Nc1ccccc1C1CC1C1CC1)C(F)F,0.2022,swiss
CO/C=C(\c1ccccc1Oc1ncnc(c1)Oc1ccccc1C#N)/C(=O)OC,0.20427,swiss
COc1nc(nc(n1)C)NC(=O)NS(=O)(=O)c1ccccc1CCC(F)(F)F,0.20983,swiss
O=C1CCCC(=O)C1C(=O)c1ccc(cc1Cl)S(=O)(=O)C,0.219,swiss
ClCC(=O)N(c1c(C)cccc1CC)COC(C)C,0.22199,swiss
CC(Nc1nc(NC(C)C)nc(n1)Cl)C,0.22202,swiss
Nc1cnn(c(=O)c1Cl)c1ccccc1,0.22559,swiss
CNC(=O)Oc1ccccc1OC(C)C,0.2294,swiss
O=CNC(C(Cl)(Cl)Cl)N1CCN(CC1)C(C(Cl)(Cl)Cl)NC=O,0.22991,swiss
CC(CC(c1sccc1NC(=O)c1cn(nc1C(F)(F)F)C)C)C,0.23093,swiss
CCNC(=O)C(OC(=O)Nc1ccccc1)C,0.23279,swiss
Clc1c(ccc(c1N)[N+](=O)[O-])Oc1ccccc1,0.23426,swiss
CC1=C(C)S(=O)(=O)CCS1(=O)=O,0.23779,swiss
Cl/C=C/CO/N=C(\C1=C(O)CC(CC1=O)CC(SCC)C)/CC,0.23895,swiss
Fc1ccc2c(c1)n(c(c2Br)C)S(=O)(=O)c1ncn(n1)S(=O)(=O)N(C)C,0.24019,swiss
CCOCN(c1c(C)cccc1CC)C(=O)CCl,0.24799,swiss
CCc1cc(C)cc(c1c1c(OC(=O)C(C)(C)C)n2n(c1=O)CCOCC2)CC,0.24968,swiss
CC1OC(C)OC(OC(O1)C)C,0.2497,swiss
[S]C(=S)NCCNC(=S)S[Mn],0.25254,swiss
CCOCN(c1c(C)cccc1CC)C(=O)CCl,0.25578,swiss
Cc1ccc(cc1)N(S(=O)(=O)N(C)C)SC(Cl)(Cl)F,0.25917,swiss
Fc1ccc(cc1)Oc1ccnc2c1c(Cl)cc(c2)Cl,0.25963,swiss
CC(Oc1cccc(c1)NC(=O)c1ccccc1C(F)(F)F)C,0.26909,swiss
Nc1cnn(c(=O)c1Cl)c1ccccc1,0.27071,swiss
OCC(CCl)O,0.2714,swiss
CC(CC(c1sccc1NC(=O)c1cn(nc1C(F)(F)F)C)C)C,0.27823,swiss
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)c1ncccc1S(=O)(=O)CC,0.28045,swiss
OC(=O)COc1ccc(cc1Cl)Cl,0.2805,swiss
CCCC1COC(O1)(Cn1cncn1)c1ccc(cc1Cl)Cl,0.28052,swiss
Cc1ccc(cc1)N(S(=O)(=O)N(C)C)SC(Cl)(Cl)F,0.28797,swiss
CCCCOCCOCCOCc1cc2OCOc2cc1CCC,0.29547,swiss
CNC(=O)Oc1cccc2c1cccc2,0.29917,swiss
CN(C(=S)[S-])C.CN(C(=S)[S-])C.CN(C(=S)[S-])C.[Fe+3],0.30012,swiss
Fc1ccc(c(c1)F)NC(=O)c1cccnc1Oc1cccc(c1)C(F)(F)F,0.30333,swiss
CCCCCCCCSC(=O)Oc1cc(Cl)nnc1c1ccccc1,0.3035,swiss
NC1CC(N=C(C(=O)O)N)C(OC1OC1C(O)C(O)C(C(C1O)O)O)C,0.30578,swiss
COc1nc(nc(n1)C)NC(=O)NS(=O)(=O)c1ccccc1C(=O)OC,0.31204,swiss
ClCC(=O)N(c1c(C)cccc1C)Cn1cccn1,0.31323,swiss
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(c(c1F)Cl)F,0.32143,swiss
ClC(SN1C(=O)C2C(C1=O)CC=CC2)(Cl)Cl,0.32603,swiss
CCCCCCC(c1cc(cc(c1OC(=O)/C=C\C)[N+](=O)[O-])[N+](=O)[O-])C,0.33151,swiss
ClC(SN1C(=O)C2C(C1=O)CC=CC2)(Cl)Cl,0.33268,swiss
OC(=O)CSc1cc(/N=c/2\sc(=O)n3n2CCCC3)c(cc1Cl)F,0.33346,swiss
OC(=O)COc1ccc(cc1Cl)Cl,0.33931,swiss
CCCCC(c1ccc(cc1)Cl)(Cn1cncn1)C#N,0.36707,swiss
Cc1cc(C)cc(c1)C(=O)N(C(C)(C)C)NC(=O)c1ccc2c(c1C)CCCO2,0.3678,swiss
O=CNC(C(Cl)(Cl)Cl)N1CCN(CC1)C(C(Cl)(Cl)Cl)NC=O,0.36785,swiss
CCN(C(=O)C(Oc1cccc2c1cccc2)C)CC,0.36852,swiss
Cc1nnc(c(=O)n1N)c1ccccc1,0.36892,swiss
O=C(Nc1ccnc(c1)Cl)Nc1ccccc1,0.37548,swiss
O=C(C(C)(C)C)C(n1ncnc1)Oc1ccc(cc1)Cl,0.38809,swiss
CCC(n1c(=O)[nH]c(c(c1=O)Br)C)C,0.39446,swiss
CO/N=C(\c1ccccc1Oc1ncnc(c1F)Oc1ccccc1Cl)/C1=NOCCO1,0.39448,swiss
N#Cc1ccc(cc1)C/C(=N/NC(=O)Nc1ccc(cc1)OC(F)(F)F)/c1ccc(cc1)C(F)(F)F,0.39494,swiss
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(cc1)Cl,0.40234,swiss
O=C1N(OCC1(C)C)Cc1ccccc1Cl,0.41719,swiss
CC(=CC1C(C1(C)C)C(=O)OCc1cccc(c1)Oc1ccccc1)C,0.42802,swiss
CC(Oc1ccccn1)COc1ccc(cc1)Oc1ccccc1,0.43159,swiss
CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,0.43286,swiss
CO/C=C(\c1ccccc1COc1cccc(n1)C(F)(F)F)/C(=O)OC,0.44103,swiss
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(cc1F)Oc1ccc(cc1Cl)C(F)(F)F,0.44602,swiss
N#Cc1c[nH]cc1c1cccc2c1OC(O2)(F)F,0.45531,swiss
CSC(=O)c1cccc2c1snn2,0.46082,swiss
COCN(c1c(CC)cccc1CC)C(=O)CCl,0.46707,swiss
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(cc1F)Oc1ccc(cc1Cl)C(F)(F)F,0.47057,swiss
ClCC[N+](C)(C)C.[Cl-],0.47448,swiss
Clc1c(Cl)c([N+](=O)[O-])c(c(c1Cl)Cl)Cl,0.47742,swiss
CC1OC(C)CN(C1)C1CCCCCCCCCCC1,0.48317,swiss
CCCCc1c(C)nc(nc1OS(=O)(=O)N(C)C)NCC,0.49302,swiss
O=c1[nH]c2CCCc2c(=O)n1C1CCCCC1,0.50364,swiss
CCOC(=O)OC1=C(C(=O)NC21CCC(CC2)OC)c1cc(C)ccc1C,0.5061,swiss
CCOC(=O)OC1=C(C(=O)NC21CCC(CC2)OC)c1cc(C)ccc1C,0.5061,swiss
N#Cc1c[nH]cc1c1cccc(c1Cl)Cl,0.50615,swiss
CCCOC(=O)NCCCN(C)C.Cl,0.50728,swiss
CCOc1nc(nc(n1)NC)NC(=O)NS(=O)(=O)c1ccccc1C(=O)OC,0.51169,swiss
CCOc1cc(ccc1C1COC(=N1)c1c(F)cccc1F)C(C)(C)C,0.5203,swiss
COCC(N(c1c(C)cccc1CC)C(=O)CCl)C,0.52855,swiss
[O-][N+](=O)/N=C\1/N(Cc2cnc(s2)Cl)COCN1C,0.53134,swiss
COC(=O)c1cc(ccc1[N+](=O)[O-])Oc1ccc(cc1Cl)Cl,0.54657,swiss
Clc1ccc(cc1)CN(C(=O)Nc1ccccc1)C1CCCC1,0.54739,swiss
[O-][N+](=O)c1cc(Cl)c(c(c1)Cl)N,0.56518,swiss
COC(=O)c1csc(c1S(=O)(=O)NC(=O)n1nc(n(c1=O)C)OC)C,0.5994,swiss
COCCN(c1c(C)cccc1C)C(=O)CCl,0.6139,swiss
O=Cc1ccco1,0.62445,swiss
COc1c(OC)cc(c(c1OC)C(=O)c1c(OC)ccc(c1C)Br)C,0.63528,swiss
OC1(Cn2ncnc2)/C(=C/c2ccc(cc2)Cl)/CCC1(C)C,0.64063,swiss
CC(OC(=O)NC(C(=O)NC(c1nc2c(s1)cc(cc2)F)C)C(C)C)C,0.65432,swiss
CCCOC(=O)NCCCN(C)C.Cl,0.66747,swiss
ClCC(=O)N(c1c(C)cccc1CC)COC(C)C,0.70474,swiss
CCOc1nc(F)cc2n1nc(n2)S(=O)(=O)Nc1c(Cl)cccc1C(=O)OC,0.75615,swiss
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)Cc1ccccc1C(=O)O,0.77956,swiss
Clc1ccc(c(n1)C(=O)O)Cl,0.78125,swiss
Clc1ccc(c(n1)C(=O)O)Cl,0.78125,swiss
COC(=O)NS(=O)(=O)c1ccc(cc1)N,0.78179,swiss
ClCC[N+](C)(C)C.[Cl-],0.79079,swiss
COC(CCCC(C/C=C/C(=C/C(=O)OC(C)C)/C)C)(C)C,0.80523,swiss
CCOc1cc(ccc1OCC)NC(=O)OC(C)C,0.8241,swiss
OC(=O)c1nc(Cl)c(c(c1Cl)N)Cl,0.8283,swiss
ClCC[N+](C)(C)C.[Cl-],0.86038,swiss
ClCCP(=O)(O)O,0.90661,swiss
Nc1nc(NC2CC2)nc(n1)N,0.93872,swiss
O=C(C1(C)CCCCC1)Nc1ccc(c(c1Cl)Cl)O,0.96626,swiss
Oc1noc(c1)C,0.99911,swiss
OC(=O)c1nc(Cl)c(c(c1Cl)N)Cl,1.0354,swiss
Cc1cc(C)nc(n1)Nc1ccccc1,1.1091,swiss
COc1cccc(c1C)C(=O)NN(C(C)(C)C)C(=O)c1cc(C)cc(c1)C,1.1154,swiss
Oc1ccccc1c1ccccc1,1.175,swiss
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)Nc1ccccc1C(=O)N(C)C,1.178,swiss
CCCOc1nn(c(=O)n1C)C(=O)[N-]S(=O)(=O)c1ccccc1C(=O)OC.[Na+],1.1894,swiss
CO/N=C(\c1ccccc1COc1ccccc1C)/C(=O)OC,1.1968,swiss
OC(=O)Cc1cccc2c1cccc2,1.2057,swiss
OC(=O)C(CCP(=O)(O)C)N,1.2638,swiss
COC(=O)Nc1nc2c([nH]1)cccc2,1.3076,swiss
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)N(S(=O)(=O)C)C,1.3412,swiss
COc1ncc(c2n1nc(n2)S(=O)(=O)Nc1c(F)cccc1F)F,1.3917,swiss
O=C(Nc1cc(F)cc(c1)F)N/N=C(/c1ncccc1C(=O)O)\C,1.412,swiss
CCCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])CCC,1.4316,swiss
CCC(c1noc(c1)NC(=O)c1c(OC)cccc1OC)(CC)C,1.5855,swiss
CC(C1(C)N=C(NC1=O)c1nc2ccccc2cc1C(=O)O)C,1.606,swiss
CCc1c(C(=O)O)c(=O)cnn1c1ccc(cc1)Cl,1.6865,swiss
O/C(=C\1/C(=O)CC(CC1=O)C(=O)O)/C1CC1,1.7528,swiss
OC(=O)CNCP(=O)(O)O,1.7744,swiss
C[N+]1(C)CCCCC1.[Cl-],1.7907,swiss
CCC(c1noc(c1)NC(=O)c1c(OC)cccc1OC)(CC)C,1.8051,swiss
CCC(=O)C1=C([O-])CC(CC1=O)C(=O)[O-].[Ca+2],1.874,swiss
OC(=O)COc1nc(F)c(c(c1Cl)N)Cl,1.9605,swiss
Clc1ccccc1CC(C1(Cl)CC1)(Cn1nc[nH]c1=S)O,2.1786,swiss
COc1cc(OC)n2c(n1)nc(n2)NS(=O)(=O)c1c(OC)nccc1C(F)(F)F,2.3023,swiss
CO/N=C(\c1ccccc1COc1ccccc1C)/C(=O)OC,2.4002,swiss
COC(=O)CC(c1ccc(cc1)Cl)NC(=O)C(C(C)C)NC(=O)OC(C)C,2.507,swiss
COc1nn(c(=O)n1C)C(=O)NS(=O)(=O)c1ccccc1OC(F)(F)F,2.5233,swiss
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)c1n2ccccc2nc1S(=O)(=O)CC,2.7557,swiss
CN(NC(=O)CCC(=O)O)C,3.0343,swiss
CCCOC(=O)NCCCN(C)C.Cl,3.0348,swiss
Oc1ccccc1c1ccccc1,3.1197,swiss
OC(=O)CNCP(=O)(O)O,3.3122,swiss
Cc1cnc2c(c1)ccc(c2C(=O)O)Cl,3.3388,swiss
[O-]P(=O)OCC.[O-]P(=O)OCC.[O-]P(=O)OCC.[Al+3],3.6854,swiss
Oc1ccc(nn1)O,4.4608,swiss
C[N+]1(C)CCCCC1.[Cl-],4.5703,swiss
Clc1cc(N)c(c(n1)C(=O)O)Cl,4.8306,swiss
CNC(=N[N](=O)[O])NCC1COCC1,4.9008,swiss
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)c1ncccc1C(=O)N(C)C,5.0877,swiss
OC(=O)CNCP(=O)(O)O,5.5597,swiss
Oc1ccccc1c1ccccc1,5.8752,swiss
OC(=O)CNCP(=O)(O)O,7.1803,swiss
